userId,recommended_movies
98,"[50, 7153, 115713, 260, 296]"
99,"[380, 595, 592, 110, 225]"
100,"[2944, 1136, 32, 2716, 1073]"
101,"[2762, 2706, 356, 3114, 2581]"
102,"[150, 32, 597, 50, 434]"
103,"[7153, 4973, 2762, 60069, 1258]"
104,"[6377, 3793, 7361, 4975, 1136]"
105,"[58559, 5952, 1732, 1210, 4993]"
106,"[4993, 58559, 79132, 4306, 356]"
107,"[590, 316, 457, 318, 225]"
108,"[2571, 4226, 364, 527, 32]"
109,"[110, 150, 21, 223, 350]"
110,"[356, 50, 5952, 2959, 7153]"
111,"[1210, 5952, 3948, 1968, 4993]"
112,"[2571, 527, 3578, 2959, 2762]"
113,"[608, 1196, 1210, 1704, 858]"
114,"[4993, 50872, 69844, 3793, 77561]"
115,"[356, 434, 364, 339, 110]"
116,"[260, 356, 110, 329, 32]"
117,"[480, 367, 500, 356, 32]"
118,"[1198, 47, 231, 165, 2959]"
119,"[2959, 2762, 1704, 8368, 3793]"
120,"[780, 104, 832, 32, 802]"
121,"[161, 480, 380, 593, 50]"
122,"[5952, 1732, 63082, 6539, 1704]"
123,"[2959, 527, 2571, 1196, 58559]"
124,"[2571, 3114, 1210, 32, 58559]"
125,"[4011, 5952, 58559, 1732, 1201]"
126,"[10, 34, 597, 339, 225]"
127,"[1250, 1214, 2858, 2571, 1208]"
128,"[1198, 2858, 1259, 919, 1225]"
129,"[1580, 1732, 6874, 589, 7254]"
130,"[356, 292, 434, 480, 590]"
131,"[2959, 33794, 4993, 527, 2329]"
132,"[593, 4226, 1219, 1682, 2502]"
133,"[380, 592, 231, 165, 457]"
134,"[165, 457, 225, 150, 153]"
135,"[32, 356, 1291, 778, 1258]"
136,"[339, 589, 364, 356, 349]"
137,"[608, 1221, 457, 2788, 898]"
138,"[1196, 7153, 2028, 8961, 2571]"
139,"[2571, 60069, 2959, 8368, 1]"
140,"[1196, 2628, 1036, 589, 32]"
141,"[1036, 593, 2571, 2329, 8950]"
142,"[318, 480, 380, 457, 185]"
143,"[8961, 356, 4993, 60069, 106696]"
144,"[457, 539, 377, 165, 595]"
145,"[266, 349, 457, 185, 150]"
146,"[81847, 2858, 1721, 1258, 356]"
147,"[593, 296, 380, 150, 318]"
148,"[69844, 68954, 8961, 6539, 52722]"
149,"[648, 2571, 2640, 1097, 1200]"
150,"[1, 780, 1073, 786, 260]"
151,"[260, 653, 648, 62, 786]"
152,"[858, 58559, 2959, 1213, 318]"
153,"[50, 593, 2959, 2028, 2329]"
154,"[59315, 7153, 5952, 2959, 8368]"
155,"[1210, 356, 318, 2706, 1036]"
156,"[1945, 111, 951, 1234, 910]"
157,"[2858, 2571, 1210, 1127, 260]"
158,"[2858, 1136, 1479, 2580, 3082]"
159,"[593, 79132, 6942, 527, 2329]"
160,"[260, 1270, 1968, 1196, 1258]"
161,"[1580, 595, 150, 527, 588]"
162,"[457, 32, 50, 589, 377]"
163,"[1625, 1711, 1747, 1438, 1485]"
164,"[1198, 2028, 110, 1732, 2502]"
165,"[589, 110, 1198, 1721, 4993]"
166,"[593, 2571, 480, 4993, 2762]"
167,"[527, 59315, 34, 4973, 2502]"
168,"[541, 904, 4973, 50, 608]"
169,"[2502, 1198, 1196, 1073, 1]"
170,"[364, 539, 589, 597, 349]"
171,"[356, 1036, 25, 2959, 733]"
172,"[356, 2683, 2571, 527, 858]"
173,"[457, 380, 589, 364, 356]"
174,"[457, 380, 364, 292, 161]"
175,"[5620, 2125, 356, 261, 1022]"
176,"[367, 500, 356, 587, 595]"
177,"[364, 1036, 60069, 2329, 5952]"
178,"[150, 589, 260, 110, 253]"
179,"[316, 339, 380, 10, 500]"
180,"[110, 1291, 593, 2028, 5952]"
181,"[150, 454, 589, 318, 356]"
182,"[4995, 47, 1682, 588, 2628]"
183,"[589, 1036, 1198, 1210, 2000]"
184,"[356, 68954, 60069, 260, 2028]"
185,"[527, 4993, 318, 356, 457]"
186,"[2571, 1214, 527, 32, 1196]"
187,"[858, 296, 1213, 4993, 68157]"
188,"[1097, 953, 1207, 923, 1247]"
189,"[2028, 1196, 260, 1291, 5952]"
190,"[356, 48516, 593, 49272, 1]"
191,"[593, 318, 410, 300, 367]"
192,"[593, 150, 329, 457, 165]"
193,"[356, 1210, 1136, 260, 541]"
194,"[318, 296, 356, 50, 6]"
195,"[356, 1200, 1089, 858, 1270]"
196,"[318, 296, 588, 2502, 480]"
197,"[2571, 110, 2959, 527, 7153]"
198,"[2683, 589, 1198, 1527, 3147]"
199,"[318, 858, 2571, 904, 924]"
200,"[3996, 8644, 480, 49272, 2355]"
201,"[2571, 47, 356, 3996, 1097]"
202,"[593, 356, 908, 1954, 2028]"
203,"[4993, 296, 6539, 356, 150]"
204,"[2329, 5952, 356, 79132, 111]"
205,"[5816, 79132, 60069, 58559, 4993]"
206,"[1073, 648, 32, 95, 628]"
207,"[593, 260, 58559, 7361, 79132]"
208,"[480, 1198, 2571, 1291, 1221]"
209,"[58559, 2571, 110, 68157, 50]"
210,"[8368, 7153, 152081, 54286, 3578]"
211,"[4993, 1198, 110, 589, 2329]"
212,"[2329, 5952, 3535, 110, 69122]"
213,"[4993, 260, 1196, 1270, 2628]"
214,"[95, 780, 32, 260, 1073]"
215,"[50, 2571, 46578, 7153, 2959]"
216,"[34, 2571, 858, 1222, 2997]"
217,"[1196, 593, 2000, 589, 1210]"
218,"[260, 593, 1214, 296, 58559]"
219,"[6874, 59315, 8961, 1193, 1089]"
220,"[1210, 527, 7153, 480, 5952]"
221,"[1230, 1225, 593, 858, 1952]"
222,"[318, 2762, 593, 480, 60069]"
223,"[4993, 5952, 356, 912, 364]"
224,"[593, 1196, 50, 150, 1527]"
225,"[480, 296, 1198, 593, 1968]"
226,"[260, 2502, 4993, 1213, 2692]"
227,"[48516, 1213, 4995, 1270, 480]"
228,"[2959, 2028, 356, 4226, 1089]"
229,"[34, 595, 587, 339, 500]"
230,"[1036, 4886, 480, 2959, 1198]"
231,"[318, 2329, 7153, 356, 2571]"
232,"[4993, 4886, 2502, 2716, 1196]"
233,"[68954, 1221, 5952, 33794, 7153]"
234,"[2716, 2000, 589, 356, 593]"
235,"[165, 150, 39, 586, 349]"
236,"[1221, 4226, 608, 2683, 2571]"
237,"[858, 1221, 4993, 6874, 593]"
238,"[318, 356, 1210, 2858, 3793]"
239,"[4993, 1291, 1258, 1265, 1704]"
240,"[595, 150, 110, 539, 457]"
241,"[79132, 4973, 858, 5995, 356]"
242,"[1, 150, 160, 165, 47]"
243,"[1, 150, 253, 592, 364]"
244,"[1198, 1291, 527, 2571, 2959]"
245,"[33794, 2762, 1210, 318, 2329]"
246,"[59315, 3147, 4886, 318, 527]"
247,"[1, 527, 1704, 33794, 2028]"
248,"[7153, 6539, 4993, 356, 59315]"
249,"[60069, 318, 51255, 2985, 33794]"
250,"[1028, 318, 595, 296, 1]"
251,"[2571, 50, 527, 5952, 7153]"
252,"[60069, 5816, 527, 6377, 89745]"
253,"[318, 1089, 2997, 1288, 2858]"
254,"[5952, 260, 7153, 296, 527]"
255,"[480, 1210, 260, 1197, 589]"
256,"[6539, 2716, 480, 112852, 122904]"
257,"[356, 589, 648, 95, 32]"
258,"[79132, 4993, 527, 68954, 50]"
259,"[5349, 260, 356, 4973, 45499]"
260,"[4878, 318, 6377, 2028, 7361]"
261,"[2959, 593, 2858, 7153, 1089]"
262,"[356, 95, 6, 62, 110]"
263,"[364, 7153, 527, 2628, 2762]"
264,"[590, 34, 356, 589, 410]"
265,"[1210, 32, 356, 1200, 2762]"
266,"[32, 260, 150, 4993, 2028]"
267,"[1291, 2028, 1127, 316, 1]"
268,"[2959, 296, 1732, 778, 2700]"
269,"[733, 780, 628, 1, 104]"
270,"[6, 1356, 95, 32, 832]"
271,"[1214, 1270, 150, 919, 2571]"
272,"[318, 2959, 293, 2571, 6333]"
273,"[318, 253, 597, 47, 380]"
274,"[1, 54259, 457, 8636, 1291]"
275,"[908, 1225, 919, 1196, 1653]"
276,"[733, 32, 786, 1210, 356]"
277,"[802, 832, 637, 140, 1405]"
278,"[318, 150, 2028, 79132, 595]"
279,"[1210, 69122, 1704, 5952, 1221]"
280,"[3793, 40815, 7361, 47, 260]"
281,"[296, 50, 593, 7361, 4011]"
282,"[260, 1036, 3996, 858, 1210]"
283,"[593, 58559, 2628, 1197, 8360]"
284,"[593, 165, 780, 150, 539]"
285,"[2329, 2858, 1252, 589, 260]"
286,"[1291, 1198, 32, 260, 2959]"
287,"[1265, 1220, 1639, 2997, 593]"
288,"[260, 1291, 589, 1210, 8961]"
289,"[4011, 5952, 296, 1213, 555]"
290,"[1247, 1288, 1307, 1276, 1210]"
291,"[7153, 1196, 5349, 68954, 6934]"
292,"[49272, 1196, 5445, 58559, 1210]"
293,"[110, 903, 307, 25, 2028]"
294,"[260, 457, 2716, 1265, 1097]"
295,"[1196, 608, 58559, 593, 8961]"
296,"[58559, 7153, 589, 1089, 1259]"
297,"[356, 266, 480, 339, 590]"
298,"[2959, 60069, 260, 2571, 44191]"
299,"[2028, 1291, 733, 356, 590]"
300,"[58559, 2959, 7153, 260, 2028]"
301,"[2571, 527, 110, 293, 1089]"
302,"[593, 6, 153, 589, 356]"
303,"[1210, 1291, 1196, 1089, 1036]"
304,"[457, 21, 539, 377, 356]"
305,"[1, 1732, 60069, 44191, 68954]"
306,"[356, 4306, 79132, 60069, 68954]"
307,"[8874, 1732, 4027, 4306, 47]"
308,"[2571, 4993, 7361, 59315, 88125]"
309,"[593, 1193, 2858, 110, 903]"
310,"[1136, 593, 50, 296, 912]"
311,"[2571, 1270, 7153, 1213, 1080]"
312,"[858, 1527, 541, 593, 364]"
313,"[260, 1200, 589, 1210, 1653]"
314,"[586, 32, 110, 329, 454]"
315,"[593, 527, 2858, 2028, 1198]"
316,"[480, 593, 1197, 4886, 318]"
317,"[296, 593, 6874, 5952, 2571]"
318,"[1201, 110, 32, 32587, 1270]"
319,"[2028, 318, 58559, 5952, 593]"
320,"[1196, 2028, 1210, 356, 110]"
321,"[539, 589, 110, 150, 356]"
322,"[4973, 4226, 589, 593, 1089]"
323,"[592, 595, 589, 318, 300]"
324,"[318, 293, 79132, 858, 1221]"
325,"[589, 1214, 1, 1089, 1136]"
326,"[5952, 593, 4022, 2028, 1221]"
327,"[356, 1221, 608, 293, 541]"
328,"[50, 480, 2959, 296, 260]"
329,"[50, 2028, 593, 2762, 1213]"
330,"[527, 8961, 1097, 4963, 1036]"
331,"[1206, 60069, 593, 4993, 69122]"
332,"[260, 6016, 356, 1214, 1]"
333,"[50, 296, 3793, 1580, 1968]"
334,"[48516, 858, 2571, 6539, 33794]"
335,"[47, 589, 480, 161, 454]"
336,"[2571, 1198, 2959, 4011, 4993]"
337,"[1, 140, 661, 32, 141]"
338,"[527, 2329, 79132, 3949, 858]"
339,"[2571, 2329, 32587, 1201, 47]"
340,"[380, 165, 593, 110, 588]"
341,"[59315, 296, 318, 1270, 5989]"
342,"[223, 2683, 3219, 2858, 3793]"
343,"[356, 2028, 2571, 1270, 58559]"
344,"[2329, 2959, 589, 5952, 58559]"
345,"[32, 260, 150, 480, 541]"
346,"[1222, 356, 4226, 912, 296]"
347,"[165, 329, 288, 595, 434]"
348,"[356, 6016, 1089, 7153, 1193]"
349,"[457, 150, 592, 34, 110]"
350,"[780, 104, 95, 786, 1405]"
351,"[79132, 7361, 44191, 68954, 48394]"
352,"[2959, 4993, 2329, 527, 296]"
353,"[480, 150, 225, 539, 595]"
354,"[5952, 6333, 1210, 7361, 2571]"
355,"[2028, 1291, 4993, 260, 593]"
356,"[1198, 1210, 1196, 260, 858]"
357,"[4993, 260, 1732, 2571, 32]"
358,"[4993, 1, 6539, 79132, 5952]"
359,"[2858, 1210, 1200, 1653, 2028]"
360,"[1721, 1704, 1407, 2617, 858]"
361,"[165, 364, 2762, 1036, 150]"
362,"[1193, 2329, 50, 527, 1221]"
363,"[356, 527, 593, 2028, 1089]"
364,"[648, 95, 260, 6, 25]"
365,"[1210, 318, 6539, 480, 44191]"
366,"[1198, 356, 2571, 1196, 260]"
367,"[593, 260, 1210, 2005, 1136]"
368,"[260, 2918, 1610, 2571, 1265]"
369,"[1198, 1213, 1208, 1036, 592]"
370,"[7153, 318, 2028, 5952, 4995]"
371,"[2571, 47, 1732, 1265, 2858]"
372,"[1208, 480, 736, 1136, 1079]"
373,"[150, 380, 165, 204, 356]"
374,"[593, 150, 47, 539, 231]"
375,"[1213, 50, 260, 2858, 7153]"
376,"[260, 5445, 316, 1036, 150]"
377,"[541, 2858, 593, 858, 589]"
378,"[2959, 79132, 50, 7361, 1221]"
379,"[150, 356, 161, 380, 185]"
380,"[4776, 2329, 8874, 33794, 4993]"
381,"[480, 5952, 260, 1732, 364]"
382,"[2959, 76093, 5952, 2028, 1270]"
383,"[356, 4973, 2858, 296, 318]"
384,"[1270, 1653, 1200, 527, 1197]"
385,"[380, 150, 1210, 780, 1242]"
386,"[150, 457, 344, 253, 434]"
387,"[908, 318, 2918, 1387, 50]"
388,"[8961, 58559, 4886, 81847, 4306]"
389,"[1073, 628, 95, 1356, 62]"
390,"[593, 296, 356, 318, 2028]"
391,"[2571, 1136, 4226, 5445, 260]"
392,"[3578, 1270, 3793, 1210, 1200]"
393,"[7153, 79132, 8874, 260, 60069]"
394,"[595, 161, 318, 296, 165]"
395,"[150, 457, 587, 597, 595]"
396,"[91529, 593, 527, 2858, 79132]"
397,"[296, 858, 527, 111, 593]"
398,"[527, 5618, 58559, 520, 595]"
399,"[4993, 1198, 2959, 58559, 50]"
400,"[5952, 7153, 2329, 2028, 58559]"
401,"[2762, 5418, 49272, 2571, 152081]"
402,"[356, 161, 454, 253, 364]"
403,"[356, 589, 2028, 480, 593]"
404,"[150, 339, 595, 32, 110]"
405,"[50, 608, 1193, 6874, 5952]"
406,"[356, 318, 168, 7169, 592]"
407,"[2028, 356, 2959, 593, 79132]"
408,"[68157, 4993, 2959, 318, 60069]"
409,"[858, 904, 111, 457, 1288]"
410,"[1244, 1230, 34, 1307, 608]"
411,"[364, 457, 110, 595, 434]"
412,"[541, 593, 912, 1196, 2997]"
413,"[58559, 589, 4973, 2571, 7153]"
414,"[51255, 1136, 441, 6711, 1036]"
415,"[356, 2028, 2571, 527, 5952]"
416,"[1198, 593, 7361, 58559, 50]"
417,"[50, 7361, 1198, 7153, 2028]"
418,"[2329, 2571, 2028, 48516, 527]"
419,"[5952, 589, 593, 1193, 4993]"
420,"[58559, 1580, 1036, 8961, 69122]"
421,"[6874, 2329, 858, 50, 58559]"
422,"[58559, 50, 1288, 1198, 1196]"
423,"[150, 434, 47, 318, 592]"
424,"[1221, 2028, 4973, 111, 3949]"
425,"[527, 32, 150, 1036, 3578]"
426,"[59315, 72998, 6539, 1136, 4447]"
427,"[589, 356, 2028, 4308, 318]"
428,"[1732, 527, 1923, 1580, 47]"
429,"[150, 296, 292, 318, 110]"
430,"[593, 1097, 4993, 150, 457]"
431,"[1213, 225, 1396, 296, 2699]"
432,"[1198, 33794, 2012, 1210, 2762]"
433,"[58559, 4993, 5952, 527, 1213]"
434,"[260, 50, 1198, 356, 2959]"
435,"[4993, 91529, 58559, 1213, 608]"
436,"[589, 587, 364, 500, 165]"
437,"[380, 593, 480, 25, 364]"
438,"[47, 260, 441, 4306, 1923]"
439,"[58559, 3578, 480, 1036, 2858]"
440,"[480, 5952, 2028, 1258, 2571]"
441,"[356, 2028, 2571, 110, 5952]"
442,"[1214, 541, 924, 2987, 3174]"
443,"[2571, 593, 589, 2028, 4226]"
444,"[153, 150, 292, 454, 161]"
445,"[356, 48516, 858, 318, 60069]"
446,"[380, 110, 480, 50, 318]"
447,"[161, 380, 47, 34, 185]"
448,"[48516, 1201, 364, 32, 589]"
449,"[7153, 2028, 296, 356, 608]"
450,"[1210, 356, 1198, 7153, 296]"
451,"[780, 628, 1356, 832, 14]"
452,"[5445, 1214, 3996, 32, 480]"
453,"[260, 1580, 3147, 1214, 4306]"
454,"[1208, 1193, 2571, 527, 593]"
455,"[318, 39, 595, 32, 364]"
456,"[733, 6, 32, 1, 95]"
457,"[2683, 3578, 4963, 1127, 1210]"
458,"[356, 592, 434, 480, 47]"
459,"[60069, 89745, 4993, 152081, 3578]"
460,"[58559, 5618, 74458, 593, 33794]"
461,"[296, 2028, 2959, 527, 48516]"
462,"[912, 1945, 1198, 951, 1299]"
463,"[356, 4993, 2571, 3578, 1210]"
464,"[50, 1089, 2028, 480, 7153]"
465,"[1242, 260, 1198, 858, 1221]"
466,"[50872, 4993, 44191, 1197, 8961]"
467,"[318, 593, 2028, 110, 1242]"
468,"[480, 380, 253, 539, 316]"
469,"[356, 1610, 1036, 1208, 1234]"
470,"[589, 592, 780, 367, 380]"
471,"[858, 318, 109487, 2571, 4993]"
472,"[79132, 91529, 2959, 5952, 293]"
473,"[7361, 2959, 4973, 2324, 296]"
474,"[47, 480, 8874, 7361, 593]"
475,"[60069, 68954, 49272, 79702, 87232]"
476,"[292, 150, 349, 50, 34]"
477,"[2329, 2858, 47, 480, 5445]"
478,"[628, 733, 1, 786, 780]"
479,"[356, 2858, 2571, 1387, 111]"
480,"[32, 5679, 356, 4226, 1682]"
481,"[1608, 1704, 1711, 1446, 1515]"
482,"[2571, 316, 6333, 6539, 1291]"
483,"[7438, 4993, 4027, 1222, 480]"
484,"[2329, 47, 1196, 260, 4246]"
485,"[150, 380, 225, 457, 47]"
486,"[380, 329, 150, 161, 367]"
487,"[1136, 296, 6377, 2858, 122904]"
488,"[7153, 2571, 1196, 260, 1270]"
489,"[2502, 480, 2081, 1198, 47]"
490,"[2959, 50, 1704, 7153, 778]"
491,"[6377, 60069, 6539, 2959, 81845]"
492,"[780, 1073, 832, 104, 3]"
493,"[480, 377, 1387, 1210, 1270]"
494,"[4993, 7153, 480, 1291, 356]"
495,"[69122, 778, 5952, 593, 2028]"
496,"[1221, 58559, 4993, 2329, 2571]"
497,"[318, 5952, 527, 48780, 3949]"
498,"[185, 590, 329, 339, 595]"
499,"[1200, 1073, 593, 541, 5902]"
500,"[2700, 2571, 2858, 608, 1197]"
501,"[780, 32, 648, 25, 733]"
502,"[260, 1097, 1356, 2571, 912]"
503,"[593, 50, 7153, 2959, 296]"
504,"[356, 150, 3578, 48516, 2858]"
505,"[356, 2028, 2571, 4973, 318]"
506,"[1, 68954, 79132, 3793, 1704]"
507,"[380, 161, 292, 457, 231]"
508,"[260, 2571, 1, 1210, 1196]"
509,"[3489, 2716, 68954, 1210, 1]"
510,"[356, 527, 2571, 778, 296]"
511,"[356, 2329, 81845, 59315, 2762]"
512,"[266, 32, 593, 339, 357]"
513,"[590, 595, 380, 300, 356]"
514,"[1258, 527, 1196, 1732, 480]"
515,"[7153, 5952, 79132, 2959, 4993]"
516,"[589, 296, 356, 1653, 47]"
517,"[150, 3408, 5445, 3793, 1028]"
518,"[2329, 318, 46578, 1197, 1639]"
519,"[296, 5952, 79132, 69844, 3552]"
520,"[5952, 4226, 3527, 6539, 364]"
521,"[780, 1, 832, 36, 648]"
522,"[48516, 111, 1089, 50, 260]"
523,"[4306, 79132, 2762, 2959, 858]"
524,"[356, 434, 592, 380, 161]"
525,"[2355, 296, 4306, 73017, 78499]"
526,"[79132, 356, 47, 4226, 2858]"
527,"[1198, 260, 1200, 2028, 1732]"
528,"[7153, 2028, 593, 260, 4993]"
529,"[780, 1356, 1073, 733, 32]"
530,"[253, 589, 317, 50, 480]"
531,"[593, 2571, 318, 1270, 8961]"
532,"[589, 1036, 1210, 356, 5952]"
533,"[4993, 2028, 593, 48516, 2324]"
534,"[1240, 68954, 6333, 1270, 70286]"
535,"[2858, 364, 356, 588, 3578]"
536,"[434, 266, 150, 595, 349]"
537,"[7153, 58559, 5952, 1291, 318]"
538,"[60069, 2028, 5971, 79132, 1220]"
539,"[2571, 5349, 4995, 60069, 7153]"
540,"[7153, 356, 3578, 2959, 50]"
541,"[380, 150, 253, 587, 588]"
542,"[260, 33794, 480, 588, 44191]"
543,"[1, 588, 2502, 480, 780]"
544,"[733, 1, 260, 786, 608]"
545,"[593, 5060, 924, 780, 260]"
546,"[457, 2571, 329, 110, 316]"
547,"[1214, 2599, 1356, 50, 904]"
548,"[1198, 32, 5349, 1704, 2858]"
549,"[356, 7153, 60069, 4993, 2571]"
550,"[2324, 527, 91529, 4993, 260]"
551,"[1196, 1, 58559, 102125, 50]"
552,"[1196, 1213, 2064, 2028, 260]"
553,"[1213, 5952, 50, 318, 858]"
554,"[356, 1704, 110, 2987, 924]"
555,"[260, 1204, 1198, 1196, 1278]"
556,"[58559, 7153, 1196, 60069, 2571]"
557,"[593, 3578, 356, 480, 5952]"
558,"[356, 2028, 2329, 50, 593]"
559,"[110, 457, 364, 150, 590]"
560,"[6874, 99114, 4963, 2762, 2959]"
561,"[1213, 1136, 59315, 49272, 1193]"
562,"[1036, 480, 32, 1210, 2959]"
563,"[6942, 6377, 586, 356, 81845]"
564,"[99114, 112852, 4878, 7451, 2716]"
565,"[480, 595, 266, 589, 50]"
566,"[597, 457, 150, 587, 590]"
567,"[89745, 58559, 110102, 1, 152081]"
568,"[356, 590, 150, 344, 589]"
569,"[150, 296, 329, 454, 292]"
570,"[1, 110, 778, 3996, 592]"
571,"[260, 608, 1961, 919, 2455]"
572,"[1387, 1198, 912, 1270, 904]"
573,"[4993, 480, 3275, 32, 58559]"
574,"[457, 185, 480, 110, 316]"
575,"[2762, 2700, 1196, 4993, 7153]"
576,"[2490, 2858, 1270, 3578, 2959]"
577,"[2571, 1200, 858, 1527, 1259]"
578,"[68954, 69844, 8368, 60069, 46578]"
579,"[589, 296, 380, 457, 150]"
580,"[1196, 480, 8644, 1291, 648]"
581,"[58559, 79132, 60069, 92259, 2028]"
582,"[7153, 58559, 356, 122904, 33794]"
583,"[457, 590, 165, 150, 110]"
584,"[356, 500, 457, 539, 185]"
585,"[2571, 778, 7361, 356, 527]"
586,"[5952, 356, 1196, 4306, 480]"
587,"[2716, 908, 32, 1954, 1198]"
588,"[110, 47, 150, 153, 339]"
589,"[50, 480, 592, 10, 590]"
590,"[480, 1136, 2502, 8961, 858]"
591,"[2858, 2571, 1270, 1196, 3996]"
592,"[292, 457, 300, 780, 160]"
593,"[7153, 296, 2959, 5952, 1198]"
594,"[165, 349, 457, 595, 110]"
595,"[21, 339, 296, 356, 150]"
596,"[71535, 4993, 48780, 1136, 68954]"
597,"[1198, 1097, 2918, 1090, 608]"
598,"[8368, 60069, 69844, 3793, 8961]"
599,"[1213, 4993, 457, 6333, 8636]"
600,"[260, 4993, 1210, 1196, 1198]"
601,"[858, 356, 2571, 5952, 58559]"
602,"[253, 318, 292, 34, 457]"
603,"[260, 2571, 296, 1307, 1210]"
604,"[110, 590, 457, 1, 377]"
605,"[318, 1, 2716, 45517, 1073]"
606,"[1258, 2959, 527, 4306, 1222]"
607,"[1, 356, 1197, 5952, 2571]"
608,"[260, 6, 2571, 1240, 4306]"
609,"[316, 161, 588, 380, 47]"
610,"[4993, 2959, 6333, 51255, 2329]"
