userId,recommended_movies
64.0,"[4956, 55116, 117646, 20, 145, 1432, 5027, 5628, 7007, 4719]"
65.0,"[198, 79132, 49530, 78, 293, 349, 996, 1218, 1573, 1589]"
66.0,"[4956, 20, 145, 1432, 5027, 5628, 7007, 55116, 59947, 70728]"
67.0,"[5657, 6990, 1396, 4818, 55116, 1473, 2000, 2001, 2002, 3716]"
68.0,"[4956, 42015, 55116, 117646, 4719, 72142, 4818, 59947, 70728, 5657]"
69.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 292, 1726, 3032]"
70.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
71.0,"[480, 849, 1127, 1129, 1374, 1591, 2916, 3638, 3703, 4638]"
72.0,"[4956, 55116, 59947, 70728, 20, 145, 1432, 5027, 5628, 7007]"
73.0,"[4818, 42015, 4956, 55116, 5657, 6990, 117646, 33138, 33669, 42004]"
74.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
75.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 480, 780, 849]"
76.0,"[7235, 519, 2985, 4210, 78, 293, 349, 996, 1218, 1573]"
77.0,"[1726, 4643, 6645, 72308, 171765, 173145, 86, 1287, 1801, 2013]"
78.0,"[27032, 164226, 4434, 140711, 1429, 2835, 4270, 1527, 3827, 4121]"
79.0,"[6016, 2625, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 459]"
80.0,"[6395, 54771, 74685, 519, 2985, 198, 79132, 292, 3032, 5046]"
81.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 780, 849, 1127]"
82.0,"[8968, 26184, 80219, 861, 876, 1918, 3104, 3710, 4084, 4673]"
83.0,"[71999, 8361, 27618, 58025, 91500, 117529, 187031, 1726, 4643, 6645]"
84.0,"[4, 52, 58, 94, 195, 232, 281, 351, 359, 372]"
85.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
86.0,"[71999, 4956, 117646, 161594, 2429, 8361, 27036, 27618, 41569, 48774]"
87.0,"[148775, 43289, 47384, 134853, 6902, 1884, 33138, 33669, 42004, 46578]"
88.0,"[2058, 5388, 7445, 8860, 74510, 90738, 120637, 132618, 150548, 165347]"
89.0,"[5, 18, 19, 65, 69, 88, 102, 119, 125, 135]"
90.0,"[4, 11, 58, 94, 195, 224, 232, 281, 351, 359]"
91.0,"[55116, 4956, 117646, 8361, 27618, 48774, 58025, 91500, 117529, 187031]"
92.0,"[2846, 3674, 4683, 5076, 6557, 117646, 134853, 148775, 55116, 49647]"
93.0,"[4956, 42015, 4818, 55116, 117646, 27032, 164226, 1527, 3827, 4121]"
94.0,"[55116, 4956, 117646, 20, 145, 1432, 5027, 5628, 7007, 6503]"
95.0,"[20, 145, 1396, 1432, 5628, 7007, 4956, 55116, 5657, 6990]"
96.0,"[55116, 798, 2344, 2403, 2524, 4142, 5064, 5479, 7700, 27865]"
97.0,"[55116, 4956, 459, 49530, 6016, 798, 2344, 2403, 2524, 4142]"
98.0,"[40339, 52287, 85261, 157865, 546, 62956, 117646, 148775, 164226, 4956]"
99.0,"[4956, 4719, 20, 145, 1432, 1912, 3893, 5027, 5628, 7007]"
100.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
101.0,"[20, 145, 1432, 5027, 5628, 7007, 55116, 59947, 70728, 438]"
102.0,"[4956, 31367, 6564, 20, 145, 1432, 5027, 5628, 6503, 7007]"
103.0,"[117646, 5657, 6990, 4818, 2846, 3674, 4683, 5076, 6557, 148775]"
104.0,"[1907, 108540, 61071, 42015, 45672, 46062, 56152, 69644, 138702, 4]"
105.0,"[4719, 4956, 20, 145, 1432, 5027, 5628, 7007, 5657, 6990]"
106.0,"[38294, 55259, 86332, 123553, 156607, 44, 393, 653, 1275, 1587]"
107.0,"[20, 145, 1432, 5027, 5628, 7007, 55116, 117646, 608, 1034]"
108.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
109.0,"[4956, 496, 5666, 59947, 70728, 55116, 72142, 4719, 20, 145]"
110.0,"[20, 145, 1432, 5027, 5628, 7007, 59947, 70728, 1034, 1473]"
111.0,"[18, 19, 69, 88, 102, 104, 119, 125, 135, 141]"
112.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 1726, 4643, 6645]"
113.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
114.0,"[546, 2005, 3440, 79139, 188301, 26340, 51939, 108932, 62956, 485]"
115.0,"[2617, 72165, 117646, 55116, 81132, 1429, 2835, 4270, 51545, 60522]"
116.0,"[4956, 42015, 26236, 72142, 55116, 4818, 61071, 380, 6564, 117646]"
117.0,"[4956, 55116, 117646, 4719, 42015, 20, 145, 1432, 5027, 5628]"
118.0,"[111, 149, 259, 456, 482, 507, 707, 1344, 1351, 1598]"
119.0,"[55116, 5657, 6990, 117646, 4956, 20, 145, 1432, 5027, 5628]"
120.0,"[1907, 108540, 69644, 42015, 56152, 4306, 84637, 92348, 4956, 8360]"
121.0,"[2802, 3584, 4438, 8093, 4956, 4800, 8481, 168, 315, 786]"
122.0,"[55116, 117646, 20, 145, 1432, 5027, 5628, 7007, 4956, 59947]"
123.0,"[198, 519, 2985, 67197, 2058, 5388, 7445, 8860, 74510, 90738]"
124.0,"[970, 6023, 27716, 33903, 72919, 129354, 166, 478, 778, 1271]"
125.0,"[4956, 55116, 59947, 70728, 117646, 20, 145, 1432, 5027, 5628]"
126.0,"[4956, 55116, 459, 117646, 20, 145, 1432, 4800, 5027, 5628]"
127.0,"[427, 928, 1597, 2181, 2819, 8588, 33201, 63033, 123, 350]"
128.0,"[4956, 4800, 459, 71999, 8972, 26614, 77364, 1264, 42015, 55116]"
129.0,"[164226, 117646, 27032, 71999, 8361, 27618, 48774, 55116, 58025, 91500]"
130.0,"[20, 145, 1432, 5027, 5628, 7007, 608, 1034, 3266, 4242]"
131.0,"[78, 349, 996, 1218, 1573, 1589, 2540, 2881, 2959, 3256]"
132.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
133.0,"[20, 145, 1432, 1912, 3893, 5027, 5628, 7007, 144606, 608]"
134.0,"[6016, 8361, 27618, 48774, 55116, 58025, 91500, 117529, 187031, 798]"
135.0,"[117646, 55116, 4956, 59947, 70728, 164226, 20, 145, 1432, 5027]"
136.0,"[4956, 117646, 55116, 59947, 70728, 4719, 20, 145, 1432, 5027]"
137.0,"[4956, 7235, 20, 145, 1432, 5027, 5628, 7007, 55116, 459]"
138.0,"[40339, 52287, 85261, 157865, 3745, 8961, 26183, 62999, 63859, 87222]"
139.0,"[117646, 55116, 164226, 2429, 8361, 27618, 41569, 48774, 58025, 117529]"
140.0,"[4956, 20, 145, 1432, 5027, 5628, 7007, 459, 55116, 6016]"
141.0,"[5657, 6990, 117646, 4818, 42015, 4956, 55116, 60074, 188301, 164226]"
142.0,"[20, 145, 1432, 5027, 5628, 7007, 4719, 1912, 3893, 144606]"
143.0,"[3, 7, 39, 64, 68, 118, 122, 129, 180, 186]"
144.0,"[4956, 55116, 117646, 42015, 4818, 5657, 6990, 4719, 459, 20]"
145.0,"[6016, 5657, 6503, 6990, 8968, 26184, 55116, 80219, 117646, 4998]"
146.0,"[496, 5666, 108540, 138702, 4, 11, 52, 58, 94, 195]"
147.0,"[296, 608, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813]"
148.0,"[26340, 51939, 4306, 62956, 69644, 84637, 92348, 1, 2294, 3114]"
149.0,"[1129, 1374, 1544, 1591, 2916, 3638, 3703, 4638, 5264, 5349]"
150.0,"[55116, 4956, 1429, 2835, 4270, 59947, 70728, 380, 6564, 27032]"
151.0,"[5, 18, 19, 65, 69, 88, 102, 119, 125, 141]"
152.0,"[20, 145, 1432, 5027, 5628, 7007, 49530, 31921, 78, 293]"
153.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
154.0,"[188301, 1527, 3827, 4121, 5523, 8633, 59615, 69278, 92681, 122904]"
155.0,"[7262, 112, 4799, 5803, 7048, 47538, 119145, 2471, 2683, 2748]"
156.0,"[1912, 3893, 144606, 4, 11, 52, 94, 195, 224, 232]"
157.0,"[2846, 3674, 4683, 5076, 6557, 134853, 148775, 1884, 33138, 33669]"
158.0,"[7235, 20, 145, 587, 1396, 1432, 1912, 3893, 5027, 5628]"
159.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
160.0,"[20, 145, 1432, 5027, 5628, 7007, 7235, 59947, 70728, 55116]"
161.0,"[56152, 4306, 84637, 92348, 1064, 81847, 134853, 1907, 1, 2294]"
162.0,"[25, 28, 46, 49, 74, 83, 85, 105, 140, 179]"
163.0,"[496, 5666, 1912, 3893, 144606, 4956, 587, 1264, 4719, 4]"
164.0,"[208, 260, 316, 442, 1375, 1831, 2094, 2105, 2275, 2528]"
165.0,"[4956, 459, 4800, 42015, 55116, 2802, 3584, 4438, 8093, 4719]"
166.0,"[4956, 55116, 117646, 459, 20, 145, 1432, 5027, 5628, 6016]"
167.0,"[26340, 51939, 108932, 546, 134853, 2005, 3440, 79139, 148775, 673]"
168.0,"[1799, 27674, 14, 26, 31, 40, 43, 55, 57, 62]"
169.0,"[1907, 45672, 46062, 61071, 108540, 914, 5927, 5941, 6245, 6696]"
170.0,"[4956, 55116, 59947, 70728, 117646, 4800, 798, 2344, 2403, 2524]"
171.0,"[55116, 117646, 5657, 6990, 31921, 4956, 20, 145, 1432, 5027]"
172.0,"[117646, 164226, 27032, 55116, 2617, 4956, 72165, 8361, 27618, 48774]"
173.0,"[2846, 3674, 4683, 4818, 5076, 6557, 42015, 55116, 4956, 1884]"
174.0,"[4956, 20, 145, 1432, 5027, 5628, 7007, 31367, 4719, 59947]"
175.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
176.0,"[798, 2344, 2403, 2524, 4142, 5064, 5479, 7700, 27865, 34397]"
177.0,"[4956, 42015, 117646, 4719, 45672, 61071, 55116, 72142, 108540, 970]"
178.0,"[4956, 26236, 42015, 55116, 117646, 4800, 459, 72142, 4719, 4818]"
179.0,"[55116, 59947, 70728, 4956, 117646, 20, 145, 1432, 5027, 5628]"
180.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 1726, 4643, 6645]"
181.0,"[4956, 55116, 42015, 59947, 70728, 117646, 496, 5666, 72142, 26236]"
182.0,"[20, 145, 5027, 7007, 4956, 55116, 59947, 70728, 3893, 144606]"
183.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 798, 2344, 2403]"
184.0,"[161594, 8361, 27618, 27728, 48774, 58025, 91500, 117529, 187031, 1726]"
185.0,"[108540, 56152, 8360, 138702, 134853, 46062, 4306, 84637, 92348, 1064]"
186.0,"[71999, 164226, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 27032]"
187.0,"[20, 1432, 5027, 5628, 7007, 7235, 519, 2985, 198, 79132]"
188.0,"[5927, 5941, 6245, 6696, 6776, 8738, 61123, 70334, 128832, 7835]"
189.0,"[6016, 459, 49530, 78, 293, 349, 996, 1218, 1573, 1589]"
190.0,"[4956, 117646, 42015, 55116, 459, 71999, 4800, 26236, 4719, 5657]"
191.0,"[5666, 1912, 3893, 144606, 4, 11, 52, 94, 195, 232]"
192.0,"[6016, 798, 2344, 2403, 2524, 4142, 5064, 5479, 7700, 27865]"
193.0,"[4998, 3418, 8341, 41863, 90945, 102194, 134515, 6016, 5657, 6990]"
194.0,"[2405, 7720, 33679, 57951, 380, 6564, 42015, 31367, 4956, 236]"
195.0,"[20, 145, 1432, 5027, 5628, 7007, 296, 1034, 3266, 4242]"
196.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 1726, 4643, 6645]"
197.0,"[59947, 70728, 20, 145, 1396, 1432, 5027, 5628, 7007, 4956]"
198.0,"[4956, 42015, 27420, 53161, 72142, 55116, 496, 5666, 56003, 59947]"
199.0,"[145, 1432, 5027, 5628, 7007, 1912, 3893, 144606, 1034, 3266]"
200.0,"[4956, 55116, 42015, 117646, 4818, 5657, 6990, 380, 6564, 26236]"
201.0,"[4956, 27032, 42015, 164226, 6564, 55116, 3827, 4121, 5523, 8633]"
202.0,"[4956, 55116, 42015, 459, 59947, 70728, 20, 145, 1432, 5027]"
203.0,"[117646, 164226, 71999, 2429, 41569, 55116, 6902, 20, 145, 1432]"
204.0,"[4719, 31921, 20, 145, 1432, 5027, 5628, 7007, 608, 1034]"
205.0,"[117646, 2429, 41569, 7153, 38294, 55259, 76175, 86332, 123553, 156607]"
206.0,"[4956, 4800, 55116, 459, 117646, 798, 2344, 2403, 2524, 4142]"
207.0,"[26849, 51709, 8830, 273, 329, 924, 1019, 1306, 1340, 1682]"
208.0,"[8361, 27618, 48774, 58025, 87232, 88140, 91500, 117529, 187031, 1262]"
209.0,"[86, 1287, 1801, 2013, 2019, 2370, 2421, 2893, 2905, 6448]"
210.0,"[4133, 4275, 5638, 5700, 8782, 32898, 33801, 53453, 57640, 103042]"
211.0,"[6016, 519, 2985, 8361, 27618, 58025, 91500, 117529, 187031, 459]"
212.0,"[117646, 55116, 5657, 6990, 4956, 6016, 20, 145, 1432, 5027]"
213.0,"[117646, 51545, 55116, 6395, 54771, 74685, 43932, 71999, 2429, 8361]"
214.0,"[4956, 42015, 496, 5666, 61071, 72142, 4, 11, 52, 58]"
215.0,"[1912, 3893, 144606, 6023, 27716, 33903, 72919, 129354, 970, 4956]"
216.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
217.0,"[55116, 4956, 117646, 27032, 6503, 8968, 26184, 80219, 2835, 4270]"
218.0,"[91542, 5657, 6503, 6990, 8968, 26184, 80219, 31921, 31367, 81132]"
219.0,"[55116, 20, 145, 1432, 5027, 5628, 7007, 117646, 4956, 6503]"
220.0,"[55116, 4956, 117646, 27032, 5657, 6990, 6503, 8968, 26184, 80219]"
221.0,"[1912, 3893, 144606, 296, 1034, 3266, 4242, 6003, 6705, 57669]"
222.0,"[20, 145, 1432, 5027, 5628, 7007, 1473, 2000, 2001, 2002]"
223.0,"[4956, 55116, 117646, 8361, 27618, 48774, 58025, 91500, 117529, 187031]"
224.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
225.0,"[5909, 69720, 114670, 132153, 149011, 2164, 51545, 69275, 4135, 67168]"
226.0,"[42015, 4956, 61071, 45672, 4818, 117646, 55116, 970, 5657, 6990]"
227.0,"[519, 2985, 6016, 8361, 27618, 58025, 91500, 117529, 187031, 198]"
228.0,"[292, 3032, 5046, 5944, 6264, 56921, 58297, 72378, 88744, 66]"
229.0,"[20, 145, 1432, 5027, 5628, 7007, 4956, 55116, 59947, 70728]"
230.0,"[27032, 55116, 4956, 164226, 117646, 8361, 27618, 48774, 58025, 91500]"
231.0,"[2625, 60471, 8361, 27618, 48774, 53519, 58025, 91500, 117529, 187031]"
232.0,"[4956, 55116, 117646, 59947, 70728, 20, 1432, 5027, 5628, 7007]"
233.0,"[20, 145, 1432, 5027, 5628, 7007, 459, 31921, 5657, 6990]"
234.0,"[26340, 51939, 108932, 2005, 79139, 8961, 26183, 62999, 63859, 87222]"
235.0,"[4956, 55116, 42015, 4719, 117646, 496, 5666, 61071, 26236, 4800]"
236.0,"[66943, 27473, 7235, 21, 183, 532, 799, 1321, 1689, 1993]"
237.0,"[198, 79132, 20, 145, 519, 1432, 2985, 5027, 5628, 7007]"
238.0,"[78, 293, 349, 996, 1218, 1573, 1589, 2540, 2881, 2959]"
239.0,"[20, 145, 1432, 5027, 5628, 7007, 4956, 55116, 459, 6016]"
240.0,"[42015, 4956, 117646, 4818, 55116, 2005, 3440, 79139, 26236, 5657]"
241.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
242.0,"[20, 145, 1432, 5027, 5628, 7007, 78, 293, 608, 996]"
243.0,"[31367, 4719, 4956, 3868, 53022, 117630, 20, 145, 380, 1432]"
244.0,"[55116, 798, 2344, 2403, 2524, 4142, 5064, 5479, 7700, 27865]"
245.0,"[1827, 2330, 2659, 3865, 4102, 4350, 5513, 5670, 6005, 6122]"
246.0,"[117646, 4956, 71999, 55116, 6902, 2429, 41569, 4800, 8361, 27618]"
247.0,"[117646, 55116, 8361, 27618, 58025, 117529, 187031, 2429, 41569, 71999]"
248.0,"[1527, 3827, 4121, 5523, 8633, 59615, 69278, 92681, 191005, 130518]"
249.0,"[55116, 117646, 4956, 27032, 164226, 59947, 70728, 1429, 2835, 4270]"
250.0,"[496, 5666, 1094, 3257, 4699, 6927, 6973, 7032, 8836, 44555]"
251.0,"[36529, 78, 293, 349, 996, 1218, 1573, 1589, 2540, 2881]"
252.0,"[134853, 26340, 51939, 2294, 3114, 3754, 4016, 4886, 45074, 47124]"
253.0,"[8464, 27899, 70687, 72, 75, 82, 96, 106, 156, 171]"
254.0,"[198, 79132, 6016, 2058, 5388, 7445, 8860, 74510, 90738, 120637]"
255.0,"[5, 18, 19, 65, 69, 88, 102, 104, 119, 125]"
256.0,"[27032, 1527, 3827, 4121, 5523, 8633, 69278, 92681, 122904, 191005]"
257.0,"[861, 876, 1918, 2273, 3104, 3710, 4084, 4673, 5678, 6387]"
258.0,"[161594, 8361, 27618, 58025, 91500, 117529, 187031, 117646, 71999, 1726]"
259.0,"[1527, 3827, 4121, 5523, 8633, 59615, 69278, 92681, 122904, 191005]"
260.0,"[1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813, 1912, 3893]"
261.0,"[20, 145, 519, 1432, 2985, 5027, 5628, 7007, 198, 79132]"
262.0,"[4, 11, 52, 58, 94, 195, 232, 281, 351, 359]"
263.0,"[42015, 61071, 72142, 4956, 4, 11, 52, 58, 94, 195]"
264.0,"[148775, 161594, 546, 6350, 26590, 27155, 40339, 52287, 85261, 157865]"
265.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 4643, 6645, 72308]"
266.0,"[20, 145, 1432, 5027, 5628, 7007, 55116, 59947, 70728, 5657]"
267.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 71999, 4956, 27032]"
268.0,"[20, 145, 5027, 5628, 7007, 1396, 1473, 2000, 2002, 3716]"
269.0,"[4719, 20, 145, 1432, 5027, 5628, 7007, 1912, 3893, 144606]"
270.0,"[4956, 117646, 55116, 42015, 31921, 4719, 6902, 4818, 59947, 70728]"
271.0,"[1253, 1653, 1876, 1921, 2672, 3758, 4625, 6979, 7254, 60037]"
272.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 27032, 164226, 480]"
273.0,"[496, 5666, 4956, 1912, 3893, 144606, 4719, 108540, 4, 11]"
274.0,"[55116, 117646, 7235, 4956, 20, 1432, 5027, 5628, 7007, 51545]"
275.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
276.0,"[128944, 40339, 52287, 85261, 157865, 546, 1527, 2041, 2720, 3827]"
277.0,"[164226, 27032, 1527, 3827, 4121, 5523, 8633, 59615, 69278, 92681]"
278.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
279.0,"[20, 145, 1432, 5027, 5628, 7007, 519, 2985, 6016, 198]"
280.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 359]"
281.0,"[970, 6023, 27716, 33903, 61071, 72919, 129354, 1912, 3893, 144606]"
282.0,"[20, 145, 1432, 5027, 5628, 7007, 4719, 608, 1034, 3266]"
283.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
284.0,"[4956, 31367, 6564, 1429, 2405, 2406, 2835, 4270, 7720, 33679]"
285.0,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
286.0,"[4956, 20, 145, 1432, 5027, 5628, 7007, 3893, 144606, 7235]"
287.0,"[4, 11, 52, 58, 94, 195, 224, 232, 281, 351]"
288.0,"[4956, 55116, 117646, 4818, 5657, 6990, 1884, 33138, 33669, 42004]"
289.0,"[665, 946, 1281, 2436, 3035, 3448, 5060, 6542, 7122, 8190]"
290.0,"[296, 1034, 3266, 4242, 6003, 6705, 57669, 71211, 75813, 3893]"
291.0,"[4133, 4275, 5638, 5700, 8782, 32898, 33801, 53453, 57640, 103042]"
292.0,"[27032, 55116, 164226, 117646, 8361, 27618, 48774, 58025, 91500, 117529]"
293.0,"[2802, 3584, 4438, 8093, 168, 315, 786, 1047, 1100, 1385]"
294.0,"[5657, 6990, 4818, 55116, 112, 153, 1473, 2000, 2002, 3716]"
295.0,"[5388, 7445, 8860, 74510, 90738, 120637, 132618, 150548, 165347, 78]"
296.0,"[49530, 6016, 36529, 459, 117646, 20, 145, 1432, 2429, 5027]"
297.0,"[111, 149, 259, 456, 507, 1344, 1351, 1598, 1647, 1671]"
298.0,"[55116, 4956, 1396, 5657, 6990, 117646, 20, 145, 1432, 5027]"
299.0,"[86, 1287, 1801, 2013, 2019, 2370, 2421, 2893, 2905, 6448]"
300.0,"[496, 2594, 5666, 680, 1912, 3893, 144606, 1094, 1674, 3257]"
301.0,"[1912, 3893, 144606, 496, 5666, 4956, 1034, 3266, 4242, 6003]"
302.0,"[6016, 459, 78, 170, 349, 464, 798, 996, 1218, 1573]"
303.0,"[780, 849, 1127, 1374, 1544, 1591, 2916, 3638, 4638, 5264]"
304.0,"[4956, 55116, 117646, 71999, 8361, 27618, 48774, 58025, 91500, 117529]"
305.0,"[55116, 8361, 27618, 48774, 58025, 117529, 187031, 20, 145, 1432]"
306.0,"[4306, 84637, 92348, 69644, 2141, 2355, 4990, 5448, 8974, 27619]"
307.0,"[4956, 20, 1432, 5027, 5628, 7007, 1912, 3893, 144606, 55116]"
308.0,"[4306, 84637, 92348, 134853, 1907, 108540, 258, 148775, 1, 2294]"
309.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
310.0,"[72142, 4, 11, 52, 58, 94, 195, 224, 232, 281]"
311.0,"[511, 522, 1382, 1465, 1586, 1667, 2409, 2410, 2411, 2412]"
312.0,"[6395, 54771, 74685, 51709, 8830, 8361, 27618, 48774, 58025, 91500]"
313.0,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 60471, 6395, 54771]"
314.0,"[4956, 117646, 55116, 164226, 6564, 27032, 31367, 1429, 2835, 4270]"
315.0,"[14, 26, 31, 40, 43, 55, 57, 62, 121, 147]"
